Rede,Bairro,Endereço,Região,CEP,Cidade,Tipo de recarga,Tipo de Estabelecimento,Estabelecimento,Tipo de Atendimento
SERVLOT,CIDADE TIRADENTES,"RUA DOS TEXTEIS, 2794",ZONA LESTE,08490-600,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,ARMARINHO,ARMARINHOS JL,PÚBLICO
SERVLOT,MOOCA,"RUA DOS TRILHOS, 1081",ZONA LESTE,03168-009,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BAR E LANCHONETE,LANCHONETE TRILHOS,PÚBLICO
SERVLOT,JARDIM SÃO GABRIEL,"RUA DOURADOQUARA, 81",ZONA LESTE,03939-010,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,SERVIÇOS DIVERSOS,ALVES DIVERSIDADE,PÚBLICO
SERVLOT,JARDIM MARIA SAMPAIO,"RUA DOUTOR ANTONIO BARBOSA DA CUNHA, 145",ZONA SUL,05790-210,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,DOCERIA,DOCERIA E CONVENIENCIA SAMPAIO,PÚBLICO
SERVLOT,PIRITUBA,"RUA DOUTOR ANTONIO RUGGIERO JUNIOR, 32",ZONA OESTE,05165-120,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BANCA DE JORNAL,BANCA MONTE ALEGRE,PÚBLICO
SERVLOT,PIRITUBA,"RUA DOUTOR ANTONIO RUGGIERO JUNIOR, 32",ZONA OESTE,05165-120,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BANCA DE JORNAL,BANCA MONTE ALEGRE,PÚBLICO
SERVLOT,REPUBLICA,"RUA DOUTOR BRAULIO GOMES, 13",CENTRO,01047-020,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BANCA DE JORNAL,BANCA BANJORE,PÚBLICO
SERVLOT,ARTHUR ALVIM,"RUA DOUTOR CAMPOS MOURA, 182 B",ZONA LESTE,03568-010,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,PADARIA,RNT PADARIA E RESTAURANTE,PÚBLICO
SERVLOT,ARTHUR ALVIM,"RUA DOUTOR CAMPOS MOURA, 182 B",ZONA LESTE,03568-010,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,PADARIA,RNT PADARIA E RESTAURANTE,PÚBLICO
SERVLOT,ARTHUR ALVIM,"RUA DOUTOR CAMPOS MOURA, 182 B",ZONA LESTE,03568-010,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,PADARIA,RNT PADARIA E RESTAURANTE,PÚBLICO
SERVLOT,BRÁS,"RUA DOUTOR COSTA VALENTE, 86 A",ZONA LESTE,03052-000,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,CABINE DE RECARGAS,RECARGAS VIRTUAIS,PÚBLICO
SERVLOT,BRÁS,"RUA DOUTOR COSTA VALENTE, 86 A",ZONA LESTE,03052-000,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,CABINE DE RECARGAS,RECARGAS VIRTUAIS,PÚBLICO
SERVLOT,JARDIM PARQUE MORUMBI,"RUA DOUTOR JOSE AUGUSTO DE SOUSA E SILVA, 1104",ZONA SUL,05712-040,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BAZAR E PAPELARIA,BAZAR E PAPELARIA A CONQUISTA,PÚBLICO
SERVLOT,VILA SUZANA,RUA DOUTOR LAERTE SETUBAL 39 A - VILA SUZANA,ZONA SUL,05665-010,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,FARMÁCIA,LUCENA DROGARIA,PÚBLICO
SERVLOT,GUARAPIRANGA,"RUA DOUTOR LAURO RIBAS BRAGA, 03",ZONA SUL,04910-090,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,MERCADO E MERCEARIA,JCSF MERCEARIA E SACOLÃO,PÚBLICO
SERVLOT,VILA MARIANA,"RUA DOUTOR NETO DE ARAUJO, 33",ZONA SUL,04111-000,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BANCA DE JORNAL,BANCA MARSHMALLOW,PÚBLICO
SERVLOT,CAMPO LIMPO,"RUA DOUTOR RENATO BUENO NETO, 140",ZONA SUL,05767-350,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,ARMARINHO,MILA MODA E ARMARINHOS,PÚBLICO
SERVLOT,CAPELA DO SOCORRO,"RUA DOVER, 2 B - JD. STA EDWIGES",ZONA SUL,04913-060,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,PADARIA,PADARIA DO SAPO,PÚBLICO
SERVLOT,LAPA,"RUA DOZE DE OUTUBRO, 158 - ENTRADA AO LADO PELA RUA DRANSFILD, 137",ZONA OESTE,05073-000,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,LAN HOUSE,WILIGAN COMERCIO E SERVIÇOS LAN HOUSE,PÚBLICO
SERVLOT,VILA YARA,"RUA DR AGUIAR WHITAKER, 177",ZONA NORTE,02966-010,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,PAPELARIA,LOJINHA DA IVONI,PÚBLICO
SERVLOT,JARDIM SÃO BERNARDO,"RUA DR ANTONIO SIMÕES DE CARVALHO, 288",ZONA SUL,04844-480,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,LOJA DE ELETRÔNICOS,ASSISTENCIA AMPARO TELECON E ELETRONICOS,PÚBLICO
SERVLOT,SÃO MATEUS,"RUA DR AURELIANO DA SILVA ARRUDA, 623",ZONA LESTE,03960-050,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,DISTRIBUIDORA,DRISTRIBUIDORA DE AGUA SÃO MATEUS,PÚBLICO
SERVLOT,SÉ,"RUA DR BITTENCOURT RODRIGUES, ESQUINA COM AV, RANGEL PESTANA",CENTRO,01017-010,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BANCA DE JORNAL,BANCA BITTENCOURT,PÚBLICO
SERVLOT,PRESTES MAIA,"RUA DR GUILHERME DE ABREU SODRE, 801",ZONA LESTE,08490-010,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,MERCADO E MERCEARIA,SUPERMERCADO SUMIMOTO,PÚBLICO
SERVLOT,JARDIM PARQUE MORUMBI,"RUA DR JOSE AUGUSTO DE SOUZA E SILVA, 97",ZONA SUL,05712-040,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BAR E LANCHONETE,TRAILER DA GORDA,PÚBLICO
SERVLOT,PARQUE ARTUR ALVIM,"RUA DR LUIZ AIRES, 1620",ZONA LESTE,03568-000,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BANCA DE JORNAL,BANCA ARTE FAMILIAR,PÚBLICO
SERVLOT,JARDIM PAULISTANO,"RUA DR MARIO FERRAZ, 435",CENTRO,01453-011,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BANCA DE JORNAL,BANCA MARIO FERRAZ,PÚBLICO
SERVLOT,POMPEIA,"RUA DR MIRANDA DE AZEVEDO, 524",ZONA OESTE,05027-000,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,MERCADO E MERCEARIA,MERCADINHO SOBRADINHO,PÚBLICO
SERVLOT,VILA MARIANA,"RUA DR PINTO FERRAZ, 301",ZONA SUL,04117-041,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BANCA DE JORNAL,BANCA ESTAÇÃO VILA MARIANA,PÚBLICO
SERVLOT,JARAGUA,"RUA DR RAFAEL DE ARAUJO RIBEIRO , 1410",ZONA OESTE,05181-030,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,FARMACIA,DROGARIA MAIA,PÚBLICO
SERVLOT,PARAISO,"RUA DR RAFAEL DE BARROS, 424",ZONA SUL,04003-041,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BANCA DE JORNAL,BANCA RAFAEL DE BARROS,PÚBLICO
SERVLOT,PINHEIROS,"RUA DR VIRGILIO DE CARVALHO PINTO, 588",ZONA OESTE,05415-020,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,SERVIÇOS DIVERSOS,CAMP PINHEIROS ASSISTENCIAL,PÚBLICO
SERVLOT,VILA IOLANDA II,"RUA DR. ADHEMAR FERREIRA DE CARVALHO, 16",ZONA LESTE,08473-410,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,LOJA DE UTILIDADES,MEGA LOJA CAMA MESA E BANHO,PÚBLICO
SERVLOT,VILA OLIMPIA,"RUA DR. ANDRADE PERTENCE, 193",ZONA SUL,04549-020,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,LOJA DE ROUPAS,MAGAZINE BALUARTE,PÚBLICO
SERVLOT,JARDIM SÃO BERNARDO,"RUA DR. ANTONIO SIMÕES DE CARVALHO, 342",ZONA SUL,04844-480,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,MERCADO E MERCEARIA,MERCEARIA CAIANO,PÚBLICO
SERVLOT,JARDIM SÃO BERNARDO,"RUA DR. ANTONIO SIMÕES DE CARVALHO, 342",ZONA SUL,04844-480,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,MERCADO E MERCEARIA,MERCEARIA CAIANO,PÚBLICO
SERVLOT,ARTHUR ALVIM,"RUA DR. CAMPOS MOURA, 192 - NA SAIDA DA ESTAÇÃO",ZONA LESTE,03568-010,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,CABINE DE RECARGAS,CABINE DE RECARGAS LANCHETERIA PRIMS,PÚBLICO
SERVLOT,ARTUR ALVIM,"RUA DR. CAMPOS MOURA, 192 - NA SAIDA DA ESTAÇÃO",ZONA LESTE,03568-010,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BAR E LANCHONETE,CABINE DE RECARGAS LANCHETERIA PRIMS,PÚBLICO
SERVLOT,TABOÃO DA SERRA,"RUA DR. CARLOS SIQUEIRA NETO, 173 - LOJA 03 - PARQUE PINHEIROS",ZONA SUL,06766-200,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,FARMÁCIA,DROGARIA SHEKINAH,PÚBLICO
SERVLOT,LAPA,"RUA DR. CINCINATO POMPONET, 146",ZONA OESTE,05072-020,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,CABINE DE RECARGAS,SERVLOT LAPA,PÚBLICO
SERVLOT,VILA FORMOSA,RUA DR. EDUARDO COTCHING PROXIMO AO No 1861,ZONA LESTE,03356-001,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BANCA DE JORNAL,BANCA CANÁRIAS,PÚBLICO
SERVLOT,PARQUE INDEPENDENCIA,"RUA DR. GERALDO CARDOSO DE MELO FILHO, 104",ZONA SUL,05875-260,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,LOJA DE ROUPAS,ANA CLARA LINGERIE,PÚBLICO
SERVLOT,JARDIM PARQUE MORUMBI,"RUA DR. JERONIMO DE CAMPOS FREIRE, 365",ZONA SUL,05712-030,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,PADARIA,RESTAURANTE E PADARIA ESPERANÇA,PÚBLICO
SERVLOT,PENHA,"RUA DR. JOÃO RIBEIRO, 304 - DENTRO SHOP PENHA",ZONA LESTE,03634-000,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,LIVRARIA,CRISALIDAS COMERCIO DE LIVROS,PÚBLICO
SERVLOT,JARDIM LISBOA,"RUA DR. JOSE DO AMARAL, 292",ZONA LESTE,03675-010,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,FARMACIA,DROGARIA JARDIM LISBOA,PÚBLICO
SERVLOT,JARDIM ROBRU,"RUA DR. JOSE GRAVONSKI, 164",ZONA LESTE,08441-000,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,ARMARINHO,TEM TEM ARMARINHOS,PÚBLICO
SERVLOT,ELDORADO,"RUA DR. JOSE SILVIO DE CAMARGO, 46",ZONA SUL,04476-070,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,MERCADO E MERCEARIA,MERCADINHO DO CEARA,PÚBLICO
SERVLOT,JARDIM DO TIRO,"RUA DR. MARCIO MUNHOZ, 250",ZONA NORTE,02842-340,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BANCA DE JORNAL,BANCA BRASILANDIA,PÚBLICO
SERVLOT,JARDIM DO TIRO,"RUA DR. MARCIO MUNHOZ, 250",ZONA NORTE,02842-340,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BANCA DE JORNAL,BANCA BRASILANDIA,PÚBLICO
SERVLOT,JARDINS,"RUA DR. MELLO ALVES, 771",CENTRO,01417-010,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BANCA DE JORNAL,BANCA DE JORNAL MULTIBANCA,PÚBLICO
SERVLOT,GUAIANAZES,"RUA DR. MIGUEL VIEIRA FERREIRA, 102 - JD. LOURDES",ZONA LESTE,08537-150,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BIJUTERIA,CRIS LUI BIJU,PÚBLICO
SERVLOT,GUAIANAZES,"RUA DR. MIGUEL VIEIRA FERREIRA, 109 - JD. LOURDES",ZONA LESTE,08537-150,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BAR E LANCHONETE,POINT DA CRIS,PÚBLICO
SERVLOT,GRAJAÚ,"RUA DR. NUNO GUERNER DE ALEMIDA, 500",ZONA SUL,04850-230,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,ARMARINHO,ARMARINHOS VICENTE,PÚBLICO
SERVLOT,BELA VISTA,"RUA DR. PENA FORTE MENDES, 20",CENTRO,01308-010,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BANCA DE JORNAL,BANCA DORIVAL,PÚBLICO
SERVLOT,ITAIM BIBI,"RUA DR. RENATO PAES DE BARROS, 212 - CONDOMINIO EDIFICIO SUZANA",ZONA SUL,04530-000,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BANCA DE JORNAL,BANCA BIENAL,PÚBLICO
SERVLOT,ITAIM BIBI,"RUA DR. RENATO PAES DE BARROS, 472",ZONA SUL,04530-000,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BANCA DE JORNAL,BANCA ESQUINA DE PRATA,PÚBLICO
SERVLOT,BRAS,"RUA DR. RICARDO GONÇALVES, 67 - LOJA 81",ZONA LESTE,03012-040,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BOMBONIERE,BOMBONIERE E DOCERIA BRAS,PÚBLICO
SERVLOT,VILA SONIA,"RUA DR. SILVIO DANTE BERTACHI, 331 B",ZONA SUL,05625-000,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,PERFUMARIA,COSMETICOS VILA SONIA,PÚBLICO
SERVLOT,JAÇANÃ,"RUA DR. TAKEO HASHIBA, 17",ZONA NORTE,02276-070,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BAR E LANCHONETE,BAR E MERCEARIA CACAIO PIPAS,PÚBLICO
SERVLOT,SANTANA,"RUA DR. ZUQUIM, 1925",ZONA NORTE,02035-012,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,LOJA DE VARIEDADES,LOJA A PARTIR DE 099,PÚBLICO
SERVLOT,SANTANA,"RUA DR. ZUQUIM, 1947",ZONA NORTE,02035-012,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,PAPELARIA,E LINK PAPELARIA,PÚBLICO
SERVLOT,SANTANA,"RUA DR° GABRIEL PIZA, 284",ZONA NORTE,02036-010,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,LOJA DE VARIEDADES,BISPO VARIEDADES,PÚBLICO
SERVLOT,SANTANA,"RUA DR° GABRIEL PIZA, 284",ZONA NORTE,02036-010,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,LOJA DE VARIEDADES,BISPO VARIEDADES,PÚBLICO
SERVLOT,SANTANA,"RUA DUARTE DE AZEVEDO, 376",ZONA NORTE,02036-021,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,LIVRARIA,SEBO UNIVERSO FANTASTICO,PÚBLICO
SERVLOT,PARQUE GUARANI,"RUA EDMUNDO DE PAULA COELHO, 28",ZONA LESTE,08235-790,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,MERCADO E MERCEARIA,MERCEARIA GUARANI,PÚBLICO
SERVLOT,LUZ,"RUA EDUARDO CHAVES, 68",CENTRO,01109-060,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BOMBONIERE,BOMBONIERE CAPELINHA,PÚBLICO
SERVLOT,LUZ,"RUA EDUARDO CHAVES, 68",CENTRO,01109-060,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BOMBONIERE,BOMBONIERE CAPELINHA,PÚBLICO
SERVLOT,LUZ,"RUA EDUARDO CHAVES, 68",CENTRO,01109-060,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BOMBONIERE,BOMBONIERE CAPELINHA,PÚBLICO
SERVLOT,LUZ,"RUA EDUARDO CHAVES, 68",CENTRO,01109-060,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BOMBONIERE,BOMBONIERE CAPELINHA,PÚBLICO
SERVLOT,LUZ,"RUA EDUARDO CHAVES, 74",CENTRO,01109-060,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,MERCADO E MERCEARIA,NETO BALAS SP,PÚBLICO
SERVLOT,VILA FORMOSA,"RUA EDUARDO COTCHING, 1810",ZONA LESTE,03344-000,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,COPIADORA,DIGI PRINTER,PÚBLICO
SERVLOT,PARQUE ESPERANÇA,"RUA EDUARDO GRUSIUS, 802 B",ZONA OESTE,05266-010,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BAR E LANCHONETE,LANCHONETE DA HORA,PÚBLICO
SERVLOT,CAPÃO REDONDO,"RUA ELLI MAAS, 139",ZONA SUL,05859-000,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BAZAR,BOM BAZAR,PÚBLICO
SERVLOT,JARDIM BRASILIA,"RUA ELZA DOS ANJOS NEVES, 728",ZONA LESTE,03585-100,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,MERCADO E MERCEARIA,MINIMERCADO SSD,PÚBLICO
SERVLOT,JARDIM BRASILIA,"RUA ELZA DOS ANJOS NEVES, 728",ZONA LESTE,03585-100,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,MERCADO E MERCEARIA,MINIMERCADO SSD,PÚBLICO
SERVLOT,JARDIM BRASILIA,"RUA ELZA DOS ANJOS NEVES, 728",ZONA LESTE,03585-100,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,MERCADO E MERCEARIA,MINIMERCADO SSD,PÚBLICO
SERVLOT,PQ NOVO GRAJAU,"RUA EMILIO REIBER, 111",ZONA SUL,04847-060,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BAZAR,BAZAR MAPA,PÚBLICO
SERVLOT,COHAB JOSE BONIFACIO,"RUA EMILIO SERRANO, 36",ZONA LESTE,08253-030,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,LOJA DE ROUPAS,XARLENE MODAS,PÚBLICO
SERVLOT,GUAIANASES,"RUA ENGENHEIRO ERNANE COTRIN, 296 - VILA PRINCESA ISABEL",ZONA LESTE,08410-450,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,MERCADO E MERCEARIA,COMERCIO DOS MINEIROS,PÚBLICO
SERVLOT,JARDIM MARILU,"RUA ERICO SEMER, 100",ZONA LESTE,08371-400,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BAR E LANCHONETE,BAR DO ARMANDO,PÚBLICO
SERVLOT,PARAISOPOLIS,"RUA ERNEST RENAM, 1310 - BOX 01",ZONA SUL,05659-020,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,LOJA DE ELETRÔNICOS,JTM ACESSORIOS,PÚBLICO
SERVLOT,PARAISOPOLIS,"RUA ERNEST RENAM, 40",ZONA SUL,05659-020,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,FOTOCOPIADORA,FOTO FLASH,PÚBLICO
SERVLOT,PARAISOPOLIS,"RUA ERNEST RENAM, 920",ZONA SUL,05659-020,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,FARMÁCIA,DROGARIA CONFIANÇA,PÚBLICO
SERVLOT,ARTUR ALVIN,"RUA ESPERANTINOPOLIS, 346",ZONA LESTE,03561-100,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BAR E LANCHONETE,BAR E MERCEARIA PRINCESINHA,PÚBLICO
SERVLOT,CJ HABITACIONAL TEOTONIO VILELA,"RUA ESQUIVEL NAVARRO, 114",ZONA LESTE,03928-130,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,DOCERIA,DOCE LIE,PÚBLICO
SERVLOT,SÃO MATEUS,"RUA ESTADO DE PERNAMBUCO, 26",ZONA LESTE,03936-020,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BIJUTERIA,LOJA DE BIJUTERIAS GUGU,PÚBLICO
SERVLOT,JARDINS,"RUA ESTADOS UNIDOS, 620",ZONA OESTE,01427-002,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BANCA DE JORNAL,BANCA ESTADOS UNIDOS,PÚBLICO
SERVLOT,VILA MARIANA,"RUA ESTELA, 515 - LOJA 2",ZONA SUL,04011-002,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BAZAR,BAZAR E PAPELARIA RAION,PÚBLICO
SERVLOT,VILA CONGONHAS,"RUA ESTEVÃO BAIÃO, 796",ZONA SUL,04624-002,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BANCA DE JORNAL,BANCA PRESIDENTE,PÚBLICO
SERVLOT,SÃO MATEUS,"RUA EUGENIO BOSSER , 177",ZONA LESTE,03929-080,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,PADARIA,PADARIA DONDOCA PÃES,PÚBLICO
SERVLOT,JARDIM CASTRO ALVES,"RUA EUGENIO GUIDUGLLI, 235",ZONA SUL,04842-110,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,PERFUMARIA,BLITZ PERFUMARIA,PÚBLICO
SERVLOT,CIDADE LIDER,"RUA EURICLEDES FORMIGA, 320",ZONA LESTE,03581-135,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,MERCADO E MERCEARIA,MERCADO DA FAZENDA,PÚBLICO
SERVLOT,GUAIANAZES,"RUA EVALDO CALABREZ, 949",ZONA LESTE,08410-070,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BOMBONIERE,BOMBONIERE E MERCEARIA REABOATH,PÚBLICO
SERVLOT,JARDIM ANHANGUERA,"RUA FAIÇAL MURAD, 819",ZONA OESTE,05267-170,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,MERCADO E MERCEARIA,MERCEARIA DO FRANCISCO,PÚBLICO
SERVLOT,TREMEMBÉ,"RUA FAUSTINO MENDES, 15",ZONA NORTE,02321-100,SÃO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,LOJA DE ELETRÔNICOS,LOJA TURMA DO ANDROID,PÚBLICO
SERVLOT,CANGAIBA,"RUA FAUSTINO PAGANINI, 736",ZONA LESTE,03732-060,SAO PAULO,ESCOLAR-COMUM-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL,BANCA DE JORNAL,BANCA PASSARINHO,PÚBLICO
