Rede,Bairro,Endereço,Região,CEP,Cidade,Tipo de recarga,Tipo de Estabelecimento,Estabelecimento,Tipo de Atendimento
PLDEVICE,JARDIM CELESTE,"RUA NATAL PIGASSI, 983, LADO A",ZONA OESTE,05527-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,LOJA ACESS. CELULAR,KIDS CELL,PÚBLICO
PLDEVICE,JARDIM COMERCIAL,"RUA JOAO MACHADO DE OLIVEIRA, 602",ZONA SUL,05885-290,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,VESTUARIO,LD FASHION,PÚBLICO
PLDEVICE,JARDIM DAS ROSAS,"RUA JOAO DA CRUZ E SOUSA, 287",ZONA SUL,05893-000,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,SERV. INFORMÁTICA,M.L INFORMATICA,PÚBLICO
PLDEVICE,JARDIM DAS ROSAS (ZO,"RUA JOAO DA CRUZ E SOUSA, 231",ZONA SUL,05893-000,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,CHAVEIRO,RICARDO COELHO DE BULHOES,PÚBLICO
PLDEVICE,JARDIM DO LAGO,"AV. ANTONIO RAMIRO DA SILVA, 450",ZONA OESTE,05397-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BAR E MERCEARIA,CINGA BAR,PÚBLICO
PLDEVICE,JARDIM PERI PERI,"RUA DR. ULPIANO DA COSTA MANSO, 201",ZONA OESTE,05538-000,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,SERV. MUNICIPAIS,DESCOMPLICA BUTANTÃ,PÚBLICO
PLDEVICE,JARDIM RAPOSO TAVARE,"RUA CARLOS FARIA, 355",ZONA OESTE,05563-110,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BAZAR E LIVRARIA,BBB BOM BONITO E BARATO,PÚBLICO
PLDEVICE,JARDIM ROSANA,"AV. CARLOS LACERDA, 1676",ZONA SUL,05789-001,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,PAPELARIA,PAPELARIA ROSANA,PÚBLICO
PLDEVICE,JARDIM ROSINHA,"RUA DO ESPANHOL, 15",ZONA OESTE,05274-001,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,LOJA DE ROUPAS,GUIGUI MODAS,PÚBLICO
PLDEVICE,JARDIM SANTO ELIAS,"AV. MUTINGA, 4850, LOJA",ZONA OESTE,05110-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,LANCHONETE,LANCHONETE LAGOA,PÚBLICO
PLDEVICE,JARDIM SAO BENTO NOV,"RUA TARIRA, 520",ZONA SUL,05882-120,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MERCEARIA,R.A. MERCEARIA,PÚBLICO
PLDEVICE,JARDIM SÃO JOSÉ,"AV. VISCONDE DO RIO GRANDE, 654",ZONA SUL,05870-200,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MAT. CONSTRUÇÃO,D.A HIDRÁULICA,PÚBLICO
PLDEVICE,JARDIM SAO LUIS,"FREDERICO MARCIANO, 258",ZONA SUL,05812-000,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MINI MERCADO,VINATO,PÚBLICO
PLDEVICE,JARDIM SÃO LUIZ,"AV. MARIA COELHO AGUIAR, 827",ZONA SUL,05805-000,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,PERFUMARIA,PERFUMARIA SÃO LUIZ,PÚBLICO
PLDEVICE,JARDIM SORAIA,"RUA GAGLIANO NETTO, 55",ZONA SUL,05872-080,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,ENTREGA ÁGUA/GÁS,JR GAS E AGUA,PÚBLICO
PLDEVICE,JD. CANAÃ,"ESTRADA CORONEL JOSE GLADIADOR, 350",ZONA OESTE,05267-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,VARIEDADES,MM AFIAÇÃO,PÚBLICO
PLDEVICE,JD. LEONIDAS MORE,"RUA TAUNA, 282",ZONA SUL,05792-130,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MERCADO,MERCADINHO REX,PÚBLICO
PLDEVICE,JD.PARQUE MORUMB,"RUA DR. JERONIMO DE CAMPOS FREIRE, 63",ZONA SUL,05712-030,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BAR,BAR DO FRANCISCO,PÚBLICO
PLDEVICE,LAPA,"PRAÇA MIGUEL DELL ERBA, 50",ZONA OESTE,05033-060,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,TERMINAL DE ÔNIBUS,TERMINAL LAPA,PÚBLICO
PLDEVICE,LAPA,"PRAÇA MIGUEL DELL'ERBA, 50",ZONA OESTE,05033-060,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,TERMINAL DE ÔNIBUS,TERMINAL LAPA,PÚBLICO
PLDEVICE,LAPA,"RUA JOAQUIM MACHADO, 103",ZONA OESTE,05050-010,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,PAPELARIA,MIX PRESENTES,PÚBLICO
PLDEVICE,LAPA,"RUA TRAJANO, 125",ZONA OESTE,05050-110,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BANCA DE JORNAL,BANCA TRAJANO,PÚBLICO
PLDEVICE,LAPA,"RUA HERBART, 47, BOX 50, MERCADO DA LAPA",ZONA OESTE,05072-030,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MERCEARIA,EMPORIO CENTER,PÚBLICO
PLDEVICE,MORADA DO SOL,"RUA MONTEIRO LOBATO, 29",ZONA OESTE,05281-020,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,LOJA DE ROUPAS,SOLANGE RUFINO DA SILVA SANTOS,PÚBLICO
PLDEVICE,PARAISOPOLIS,"RUA PASQUALE GALLUPI, 1338",ZONA SUL,05660-000,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,ACESSORIOS CELULAR,ALICE ACESSORIOS E PRESENTES,PÚBLICO
PLDEVICE,PERDIZES,"AV. SUMARE, 800",ZONA OESTE,05016-090,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BANCA DE JORNAL,BANCA PIT STOP,PÚBLICO
PLDEVICE,PINHEIROS,"RUA TEODORO SAMPAIO, 116, PRÓXIMO",ZONA OESTE,05405-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BANCA DE JORNAL,BANCA CRISTAL,PÚBLICO
PLDEVICE,PINHEIROS,"RUA CARDEAL ARCOVERDE, 2315",ZONA OESTE,05407-003,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,ADEGA,ADEGA DO PEDRINHO,PÚBLICO
PLDEVICE,PINHEIROS,"RUA CAPOTE VALENTE, 120",ZONA OESTE,05409-000,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,EMPRESA,NUBANK,PRIVADO
PLDEVICE,PINHEIROS,"RUA CAPOTE VALENTE, 39",ZONA OESTE,05409-000,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,EMPRESA,NUBANK,PRIVADO
PLDEVICE,PINHEIROS,"RUA ALVES GUIMARÃES, 544",ZONA OESTE,05410-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BANCA DE JORNAL,BANCA  ALVES GUIMARÃES,PÚBLICO
PLDEVICE,PINHEIROS,"RUA JOAQUIM ANTUNES, 108",ZONA OESTE,05415-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,LANCHONETE,ESSENZA,PÚBLICO
PLDEVICE,PINHEIROS,"RUA CUNHA GAGO, 326",ZONA OESTE,05421-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BANCA DE JORNAL,BANCA CUNHA GAGO,PÚBLICO
PLDEVICE,PINHEIROS,"RUA DOS PINHEIROS, 949",ZONA OESTE,05422-011,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BANCA DE JORNAL,BANCA PINHEIROS,PÚBLICO
PLDEVICE,PINHEIROS,"RUA GILBERTO SABINO, 130",ZONA OESTE,05425-020,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,TERMINAL DE ÔNIBUS,TERMINAL PINHEIROS,PÚBLICO
PLDEVICE,RESIDENCIAL SOL NASC,"RUA ADONIRAN BARBOSA, 22, CS 01",ZONA OESTE,05282-020,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,ALIMENTÍCIO,EDU LANCHES,PÚBLICO
PLDEVICE,SUMARÉ,"RUA HEITOR PENTEADO, 1304",ZONA OESTE,05438-100,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,TERMINAL DE ÔNIBUS,METRÔ VILA MADALENA,PÚBLICO
PLDEVICE,SUMAREZINHO,"PRAÇA BARONESA DA BOCAINA, 135",ZONA OESTE,05440-030,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BANCA DE JORNAL,BANCA MADALENA,PÚBLICO
PLDEVICE,VILA ALBANO,"RUA VALENTIN SEITZ, 95",ZONA OESTE,05543-050,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,PIZZARIA,NOVA ERA ACESSÓRIOS,PÚBLICO
PLDEVICE,VILA ALBANO,"TRAV. NEGRA ZEFERINA, 160, ANTIGA RUA F",ZONA OESTE,05543-140,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,ARTIGOS INFANTIS,RECANTO INFANTIL,PÚBLICO
PLDEVICE,VILA ANASTÁCIO,"RUA BARTOLOMEU PAES, 383",ZONA OESTE,05092-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BAR E RESTAURANTE,CELSO LIMA DE SANTANA,PÚBLICO
PLDEVICE,VILA ANASTÁCIO,"RUA BARTOLOMEU PAES, 416, BANCA",ZONA OESTE,05092-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BANCA DE JORNAL,BANCA PC CONSULTORIA,PÚBLICO
PLDEVICE,VILA ANDRADE,"AV. JOÃO DIAS, 3589",ZONA SUL,05801-000,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,TERMINAL DE ÔNIBUS,TERMINAL JOÃO DIAS,PÚBLICO
PLDEVICE,VILA ANDRADE,"AV. JOÃO DIAS, 3589",ZONA SUL,05801-000,SÃO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,TERMINAL DE ÔNIBUS,TERMINAL JOÃO DIAS,PÚBLICO
PLDEVICE,VILA BUTANTÃ,"RUA PIRES BRANDÃO, 20",ZONA OESTE,05360-090,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BAR E LANCHONETE,GUILHERME MENDES DE PAULA,PÚBLICO
PLDEVICE,VILA LAGEADO,"AV. CORIFEU DE AZEVEDO MARQUES, 3934, LADO A",ZONA OESTE,05339-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,VARIEDADES,LARANJINHA COMESTICOS E VARIEDADES,PÚBLICO
PLDEVICE,VILA LEOPOLDINA,"RUA GUAIPA, 1614",ZONA OESTE,05089-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,LOJA DE ROUPAS,SOLANGE RUFINO DA SILVA SANTOS,PÚBLICO
PLDEVICE,VILA LEOPOLDINA,"R MATIAS ROXO, 300",ZONA OESTE,05089-040,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,EMPRESA,V.T. CARDS CONDOMÍNIO TERRAÇAS ALTO DA LAPA,PRIVADO
PLDEVICE,VILA LEOPOLDINA,"R CARLOS WEBER, 87",ZONA OESTE,05303-000,SAO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,EMPRESA,V.T. CARDS CONDOMÍNIO VITA ALTO DA LAPA,PRIVADO
PLDEVICE,VILA LEOPOLDINA,"AV. IMPERATRIZ LEOPOLDINA, 1007",ZONA OESTE,05305-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BANCA DE JORNAL,BANCA CLARICE,PÚBLICO
PLDEVICE,VILA LEOPOLDINA,"RUA JAGUARE MIRIM, 310, LOJA 3",ZONA OESTE,05311-020,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MODA INFANTIL,MODA ENCANTO BOUTIQUE INFANTIL,PÚBLICO
PLDEVICE,VILA LEOPOLDINA,"AV. DR. GASTÃO VIDIGAL, 2345, LOJA 05, SAMS CLUB",ZONA OESTE,05314-001,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,LOTERICA,LOJA SORTE DE OURO,PÚBLICO
PLDEVICE,VILA LEOPOLDINA,"AV. DR. GASTÃO VIDIGAL, 2345, LOJA 05, SAMS CLUB",ZONA OESTE,05314-001,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,LOTERICA,LOJA SORTE DE OURO 6,PÚBLICO
PLDEVICE,VILA LEOPOLDINA,"AV. JOSE CESAR DE OLIVEIRA, 500",ZONA OESTE,05317-000,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,LOTERICA,LOTERIA MILLENNIUM,PÚBLICO
PLDEVICE,VILA MANGALOT,"RUA MANOEL LOPES DA CUNHA, 129",ZONA OESTE,05132-070,SAO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,ASSIS. TEC. E VAREJO,A&R TEC,PÚBLICO
PLDEVICE,AMERICANÓPOLIS,"RUA LENO, 312",ZONA SUL,04335-000,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MERCEARIA,MERCADINHO JT,PÚBLICO
PLDEVICE,AMERICANÓPOLIS,"RUA ALVARES FAGUNDES, 526",ZONA SUL,04338-000,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,CASA DE FRIOS,LATICINIOS BOA SORTE,PÚBLICO
PLDEVICE,BAIRRO COLONIA,"RUA PEROBA, 266",ZONA SUL,04895-470,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,DROGARIA,DROGARIA BELLA FARMA,PÚBLICO
PLDEVICE,BAL MAR PAULISTA,"ESTRADA DO ALVARENGA, 1870",ZONA SUL,04467-000,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BANCA DE JORNAL,BANCA INGAI,PÚBLICO
PLDEVICE,BALNEARIO SAO FRANCI,"ESTRADA DO ALVARENGA, 3877",ZONA SUL,04474-340,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,MERCEARIA,MERCEARIA E RESTAURANTE ME,PÚBLICO
PLDEVICE,BROKLIM PAULISTA,"RUA JOAQUIM NABUCO, 111",ZONA SUL,04621-001,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,COMÉRCIO,EDSON SILVA BEZERRA MIRANDA,PÚBLICO
PLDEVICE,BROOKLIN,"RUA NOVA YORK, 520",ZONA SUL,04560-001,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,LOTERICA,LOJA NOVA YORK,PÚBLICO
PLDEVICE,BROOKLIN,"RUA NOVA YORK, 520",ZONA SUL,04560-001,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,LOTÉRICA,LOJA NOVA YORK,PÚBLICO
PLDEVICE,BROOKLIN,"AV. DAS NAÇÕES UNIDAS, 11541, ANDAR 7",ZONA SUL,04578-000,SÃO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,EMPRESA,NIC. BR LOJA1,PRIVADO
PLDEVICE,BROOKLIN PAULISTA,"RUA BARAO DO TRIUNFO, 242, EM FRENTE",ZONA SUL,04602-000,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BANCA DE JORNAL,BANCA BARAO,PÚBLICO
PLDEVICE,COLONIA,"RUA GAIVOTA, 90, LADO A",ZONA SUL,04895-310,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,PANIFICADORA,PANIFICADORA E CONF PAO DE CADA DIA,PÚBLICO
PLDEVICE,COLONIA,"RUA PEROBA, 25",ZONA SUL,04895-470,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,PANIFICADORA,PANIFICADORA E CONF PAO DE CADA DIA,PÚBLICO
PLDEVICE,ELDORADO,"RUA DOUTOR JOSE SILVIO DE CAMARGO, 161",ZONA SUL,04476-070,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,SALÃO DE BELEZA,SALÃO GUEBIA,PÚBLICO
PLDEVICE,ELDORADO,"RUA RUST, 87",ZONA SUL,04476-120,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,PAPELARIA,VALQUIRIA OLIVEIRA DA SILVA,PÚBLICO
PLDEVICE,GUARAPIRANGA,"ESTRADA DO M'BOI MIRIM, 150",ZONA SUL,04905-020,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,TERMINAL DE ÔNIBUS,TERMINAL GUARAPIRANGA,PÚBLICO
PLDEVICE,GUARAPIRANGA,"ESTRADA DO M'BOI MIRIM, 150",ZONA SUL,04905-020,SÃO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,TERMINAL DE ÔNIBUS,TERMINAL GUARAPIRANGA,PÚBLICO
PLDEVICE,GUARAPIRANGA,"AV. GUARAPIRANGA, 4616",ZONA SUL,04911-005,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,ESTACIONAMENTO,POINT LAVA RAPIDO E ESTACIONAMENTO FM,PÚBLICO
PLDEVICE,GUARAPIRANGA,"AV. GUARAPIRANGA, 4740",ZONA SUL,04911-005,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,ASSIST. CEL,BANCA ML,PÚBLICO
PLDEVICE,GUARAPIRANGA,"AV. GUARAPIRANGA, 07, EM FRENTE AO 4716",ZONA SUL,04911-015,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BANCA DE JORNAL,BANCA ML,PÚBLICO
PLDEVICE,GUARAPIRANGA,"AV. GUARAPIRANGA, 5167",ZONA SUL,04911-015,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,ASSIS. TEC. CELULAR,JJ CELL,PÚBLICO
PLDEVICE,IPIRANGA,"AV. JUNTAS PROVISÓRIAS, 908",ZONA SUL,04214-010,SÃO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,TERMINAL DE ÔNIBUS,PARADA N. SRA. APARECIDA,PÚBLICO
PLDEVICE,IPIRANGA,"RUA DAS JUNTAS PROVISÓRIAS, 1290",ZONA SUL,04214-010,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,TERMINAL DE ÔNIBUS,TERMINAL PARADA RUA DO GRITO,PÚBLICO
PLDEVICE,IPIRANGA,"RUA DAS JUNTAS PROVISÓRIAS, 1290",ZONA SUL,04214-010,SÃO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,TERMINAL DE ÔNIBUS,PARADA RUA DO GRITO,PÚBLICO
PLDEVICE,IPIRANGA,"RUA GONÇALVES LEDO, 468",ZONA SUL,04216-030,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,COMERCIO COSMETICOS,BELDADE COSMÉTICOS,PÚBLICO
PLDEVICE,IPIRANGA,"RUA DO GRITO, 460",ZONA SUL,04217-000,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,BANCA DE JORNAL,BANCA DO GRITO,PÚBLICO
PLDEVICE,IPIRANGA,"RUA COMANDANTE TAYLOR, 355",ZONA SUL,04218-000,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,LOJA DE GAMES,WORLD GAMES,PÚBLICO
PLDEVICE,IPIRANGA,"RUA DO MANIFESTO, 140",ZONA SUL,04226-000,SÃO PAULO,COMUM-ESCOLAR-VALE TRANSPORTE-FIDELIDADE-LAZER-MENSAL-DIÁRIO-LISTA WEB-PASSE LIVRE ESTUDANT,TERMINAL DE ÔNIBUS,TERMINAL PARADA C. A. YPIRANGA,PÚBLICO
PLDEVICE,IPIRANGA,"RUA DO MANIFESTO, 140",ZONA SUL,04226-000,SÃO PAULO,VALE TRANSPORTE-LISTA WEB-PASSE LIVRE ESTUDANTE,TERMINAL DE ÔNIBUS,PARADA C. A. YPIRANGA,PÚBLICO
